text,label
"India US 10yr yield differential USD-INR 1M ATM volatility Forex Market An FCI for India is constructed by using twenty financial Currency return market indicators at daily frequency for the period January 1M forward premia 1, 2012 to September 30, 2024.",hawkish
"On the other hand, services inflation course since early January 2022 and a precipitous (with a weight of 23.0 per cent in the headline CPI) rise from end-February on Russia-Ukraine conflict which was at 4.5 per cent in August 2021, softened (Chart II.16).",hawkish
The increased persistently in the second half of 2016-17 – average daily closing of generic 10-year yield increased from 28-49 bps in October 2016 to 86-114 bps in March from 6.96 per cent in February 2017 to 7.13 per cent in 2017.,hawkish
"During Jan-23 6.2 6.5 6.3 2022-23 (April-February), core inflation averaged 6.1 Feb-23 6.1 6.4 6.2 per cent vis-à-vis 6.0 per cent in 2021-22.",hawkish
"This implies that following established as being the primary driver of aggregate an economic shock, PFCE responds more quickly to demand, directly influencing output (Keynes, 1936).",hawkish
"Using Wold decomposition, t t t Y can be represented as a function of its deterministic trend and sum of all the shocks e. This formulation facilitates decomposition of the deviation of in t flation from its deterministic trend into the sum of contributions f r=o m + v ar iou –1 s + s hocks.",hawkish
Even prices recovered somewhat since January 2020. though imports were higher by 25 per cent during Chart II.10: Drivers of CPI-Pulses and Products (m-o-m) Note: Figures in parentheses indicate weights in CPI-Pulses and products.,hawkish
Volatility also rose across most EM currencies in Most major EM currencies depreciated during H2:2024-25 (Table IV.8).,hawkish
"20 21 Monetary Policy Report April 2018 Chapter II Prices and Costs measure of underlying inflation rather than the overall In this case, OG is found to be statistically significant inflation, which is often subject to large supply shocks and of broadly the same magnitude as in the wage from food and fuel prices, an alternate specification Phillips curve.",hawkish
"In November, threat to the world economy and its financial system the highly transmissible Omicron variant of the virus architecture.",hawkish
the risk of them ending in recession post the tightening.,hawkish
"The distribution of CPI inflation in 2025 so far (January-August 2025) vis-à-vis 2024 indicates a relatively milder positive skew, reflecting a broad- based easing of price pressures.",hawkish
"Monetary Policy Report September 2022 September 23) are the fifth largest globally9 which, Table IV.3: Nominal and Real Effective Exchange in conjunction with net forward purchases, provide Rate Indices (Trade-weighted) insulation from external shocks and resilience.",hawkish
"2 A high value of SSR, which is close to 100 in a scale of 0 to 100, indicates that media sentiment is able to gauge directional changes in the macroeconomic variables of interest (Buono et.",hawkish
"Lingering war and sanctions, elevated oil and commodity prices, prolonged supply chain disruptions, accentuated global financial market volatility emanating from monetary policy shifts in major economies, and renewed waves of COVID-19 across countries pose downside risks to the growth and upside risks to the inflation outlook.",hawkish
"risks looming large in terms of weak external demand, V.2 Commodity Prices and Global Inflation factory overcapacity, slowing investment, a soft Global commodity prices softened further through Q4 property market and high debt levels.",hawkish
India 3 1 2 -25 Strengthening dollar exerted pressure on emerging Japan 4 2 2 25 market currencies and imparted volatility in financial South Africa 3 1 2 -50 Sweden 4 4 0 -100 markets.,hawkish
5 Two securities that provide the same future cash flow and have the same level of risk must sell for the same price.,hawkish
"Looking ahead, domestic growth and inflation could edge higher by rising trade protectionism, and slowing global around 20 bps and 10 bps, respectively.",hawkish
"– consumer sentiment plummeted in August to its lowest level in nearly a decade due to surging delta Global financial markets remained buoyant up to variant infections and inflation concerns, before rising early-September before increasingly turning volatile.",hawkish
"Nevertheless, measures such as public spending in rural areas, several downside risks persist, both on the domestic and increase in disposable income of households and global fronts.",hawkish
Inflation in vegetables prices (weight of 6.0 per cent in the CPI and 13.2 per cent in the food and beverages fell from November as per the seasonal pattern and on group) remained volatile during 2022-23.,hawkish
This was implementation of the 7th Central Pay Commission (CPC) recommendations could significantly alter the on account of sequential increase in excise duty rates trajectory of overall inflation over the medium-term in petrol and diesel since November 2015 (Chart II.12).,hawkish
"The October 2023 MPR had projected in December, despite steady core (CPI excluding food inflation to edge down to 5.6 per cent in Q3:2023- and fuel)2 disinflation and a deepening fuel price 24 and further to 5.2 per cent in Q4 (Chart II.2).",hawkish
"High inflation, (Year-on-year) weaker exports and a volatile currency remain key Advanced Economies challenges for the economy.",hawkish
"Gold prices remained elevated, continued production cut by major energy producers increasing by almost 24.3 per cent on a year-to-date buoyed sentiments.",hawkish
Transient liquidity plunged in H1 as mounting recession fears unnerved tightness due to higher tax outflows and the resultant investor sentiments.,hawkish
"The UK’s stock rebalanced portfolios away from traditional safe- indices performed better than European markets, haven assets towards higher-yielding EME securities.",hawkish
"Although milk price hikes by several 2022-23) were the primary drivers of price pressures cooperatives, including Amul and Mother Dairy, in (Chart II.13).",hawkish
Bond yields in major Mexico 3.9 2.5 1.0 -0.7 3.1 2.3 3.0 Russia* 0.3 0.5 2.5 2.2 0.9 1.7 1.5 AEs hardened on expectations of faster monetary South Africa 0.4 -0.5 2.9 2.3 3.1 0.9 0.9 policy normalisation and rise in inflation in some Thailand 3.2 4.8 5.2 4.0 2.0 3.5 3.4 AEs.,hawkish
"This decline got passed on to prices of inputs remove high positive as well as negative skewness such as high-speed diesel, aviation turbine fuel, and chronic fat tails in the inflation distribution by naphtha, bitumen, furnace oil and petroleum coke, trimming the tails.",hawkish
"Overall, net tax revenue of the at 36.0 per cent of the full year’s budget estimates central government increased by 14.8 per cent during (BE), higher than 32.6 per cent a year ago.",hawkish
"However, the short and medium-term outlook of oil remains highly I.3 Balance of Risks uncertain.",hawkish
"be limited in such forms of transactions and, therefore, Similarly, strong demand conditions induce higher price rigidities induced by menu costs may turn out to increase in prices, whereas the likelihood of lowering be less relevant.",hawkish
"during the global financial crisis in 2008 and later in Dynamic factor model (DFM)1 and vector auto regression 2012-13 (associated with the period of high inflation (VAR)2 approaches are used to construct FCIs (FCI1 and and monetary tightening) as well as the recent easing of FCI2, respectively) for a robust analysis.",hawkish
"Amidst of volatility amidst heightened uncertainties over portfolio outflows in Q4:2021-22, a pick-up in the Omicron variant and imminent tapering of asset government spending has kept short-term liquidity purchases and rate hikes by the US Federal Reserve conditions comfortable.",hawkish
"In its February 2021 in food prices but was concerned that some pressures print, headline inflation firmed up again, with upside persisted, and core inflation remained elevated.",hawkish
03. volatility returned in March on announcement of higher corporate earnings and lower corporate tax US trade policies.,hawkish
"Moreover, the share of causing production delays and inflationary pressures software-related automotive electronics in car industry is across segments forcing companies to reinvent their estimated to increase from 27 per cent in 2010 to 45 per supply chains.",hawkish
The Reserve Bank is guided by the objective of containing excess volatility in the foreign and explain the deviations of inflation and growth exchange market and not by any specific level of and/or band around the exchange rate.,hawkish
"Compliance with recent OPEC production cuts has The following equations were estimated to identify been as high as 94 per cent6, with reports7 that OPEC the determinants of Brent crude oil prices: is likely to extend production cuts well into 2019 in Mean equation: its meeting scheduled for April 2019.",hawkish
"Private consumption was sustained by side, agriculture and allied activities slowed down in higher spending on durable goods and services, Q2 and Q3, with increases in kharif and horticulture while government spending accelerated in H2 on production turning out to be modest relative to account of higher spending by states.",hawkish
"out of deflation in March 2019 and gradually firmed While food prices moved out of deflation as anticipated, over the ensuing months in the usual summer season the summer rise in prices of vegetables this year was upturn.",hawkish
"**: Comprises carpenter, blacksmith, mason, weavers, beedi makers, bamboo, cane basket weavers, handicraft workers, plumbers, electrician, construction workers, light motor vehicle & tractor drivers, sweeping/cleaning workers, and other non-agricultural labourers.",hawkish
excess of 4 per cent and 6 per cent (on a saar basis) Core services inflation (with a weight of 23.0 per cent during March-April 2022.,hawkish
"The inflation In sum, global economic activity has so far remained outlook has deteriorated in many AEs and EMEs.",hawkish
"Chapter I Macroeconomic Outlook Chart I.3: Inflation Expectations of Households Chart I.5: Inflation Expectations of Professional Forecasters 12 70 9 50 4 20 Source: Inflation Expectations Survey of Households, RBI.",hawkish
'Oils and fats'16 inflation rose significantly to 21.2 per cent in August 2025 (Chart II.10).,hawkish
Core inflation also stayed sticky at of doing business in the post-lockdown period elevated levels.,hawkish
"Tracking global cues, Japanese bond for almost a month before resuming gradually from yields jumped to their highest level in six years in March 24.",hawkish
It helped the Financial Times its peers in Q2 as trade deal uncertainty made investors Stock Exchange reach record levels.,hawkish
"marketing season in 2023-24 declined by 7.7 per Manufacturing GVA expanded at a double digit pace cent to 454.4 lakh tonnes, while wheat procurement for the second consecutive quarter in Q3, gaining during rabi marketing season in 2023-24 at 262.0 lakh strength from benign international commodity prices tonnes as on March 31, 2024 was 39.0 per cent higher (Box III.2).",hawkish
"In the past too, reversed the trajectory of headline infl ation and supply shocks, of which large one-sided deviations diffusion indices rose sharply, indicating renewed of infl ation from projections are merely a symptom, broad-basing of price pressures.",hawkish
"credibility: a measure of core inflation should be Five statistical measures considered are: (i) trimmed timely, credible (verifiable by agents independent mean (5 per cent); (ii) trimmed mean (10 per cent); of the central bank) and easily understood by the (iii) trimmed mean (20 per cent); (iv) median; and (v) public.",hawkish
Core inflation policy preferences - a characteristic also reflected in remained subdued and fuel deflation continued.,hawkish
"tax categories of direct taxes are higher in 2018-19 Meanwhile, capital expenditure rose by 38.3 per cent than the average of the preceding eight years (2010- 28 29 Monetary Policy Report April 2018 Chapter III Demand and Output 11 to 2017-18), suggesting that revenue mobilisation Table III.3: Major Deficit Indicators – State would be a major challenge.",hawkish
"On the other hand, gold cheaper outside the US dollar area leading to higher gold prices fall with a rise in equity prices.",hawkish
"Taking into account GFD declined substantially in Q1:2022-23 on account the switch operations conducted just before the of higher revenues and devolution from the Centre Union Budget 2022-23, the gross market borrowings (Chart III.13b).",hawkish
"Foreign Exchange Market market expectations of a faster than anticipated The Indian rupee (INR) exhibited two-way movements monetary policy normalisation by the US Fed in H2:2021-22, and depreciated on an average basis and other major AEs, rise in crude oil prices and (Chart IV.15a).",hawkish
"Similarly, price inflation also did not witness any stark heterogeneity across states, barring a few exceptions.",hawkish
"The total flow of financial resources to the commercial sector in 2017-18 was much higher than that during the previous year, primarily due to an increase in non-food credit by banks.",hawkish
"Diffusion indices of month-on-month The contribution of durable goods to overall inflation (m-o-m) price changes in CPI items on a seasonally increased during June-August 2019, primarily on 3 The CPI diffusion index, a measure of dispersion of price changes, categorises items in the CPI basket according to whether their prices have risen, remained stagnant or fallen over the previous month.",hawkish
"South-west monsoon rainfall was higher than the long period average (LPA) till the fourth week of July, but MONETARY POLICY REPORT OCTOBER 2017 turned signifi cantly weak thereafter (Chart III.13).",hawkish
"The 50 per cent and the 70 8 per cent confidence intervals for headline inflation in Q4:2020-21 are 3.2-5.9 per cent and 2.4-6.6 per cent, respectively.",hawkish
"7 Uncertainty is measured by the economic policy uncertainty index for India published by Baker, Bloom and Davis.",hawkish
"Accordingly, countries across by higher food, labour and material costs before the world are bracing up for deflationary forces to slowing sharply in March 2020 amid lower food and take hold.",hawkish
"In recent years, the government expanded capital to account for external demand shocks.",hawkish
"Global financial markets have exhibited heightened volatility in response to the evolving inflation and financial stability developments, in particular, recent banking sector stress.",hawkish
MONETARY POLICY REPORT APRIL 2016 Chart II.7: Drivers ofHeadlineInflation Chart II.9: Food Inflation Dynamics: 6.0 H2 of 2015-16 5.0 Pulses c e nt a g e p oi nt s .,hawkish
"Proactive 3.4 per cent in February, among the lowest prints in supply side interventions helped to contain the the current CPI series (2012=100), was broad based build-up of price pressures, especially in respect of across its goods and services components.",hawkish
"Within cereals, wheat import duties helped in containing the contribution prices have increased sharply since September on of domestically generated inflation pressures higher exports (336.8 per cent y-o-y increase during (Chart II.6c).",hawkish
"For goods, inflation of international crude oil prices to domestic prices picked up across commodity groups, particularly since 2014 (Chart II.15).",hawkish
"The Government of India has also reduced the mandi level prices of some varieties such as arhar import duty on crude palm oil and refined, bleached and urad have recovered and moved up towards their and deodorised (RBD) palm oil imports from Malaysia MSPs in some of the major producing states.",hawkish
Inflation in the euro area slowed for the third an eight-month low.,hawkish
"excluding food, fuel, petrol, diesel, gold and silver Even abstracting from the effects of prices of petroleum (with a weight of 20.7 per cent in CPI) rose from 2.9 products, CPI inflation excluding food, fuel, petrol per cent in February 2020 to 4.7 per cent in August Box II.1: Whose Inflation is It?",hawkish
Petrol and Diesel Inflation (y-o-y) Note: International petrol prices denote the spot price of Singapore gasoline.,hawkish
persists above the pre-war levels and also above the upper tolerance band.,hawkish
"In terms of trajectory, they remain largely aligned with the conventional core inflation.",hawkish
Elevated uncertainty surrounding despite the successful conclusion of a trade deal with global trade negotiations has made central banks the US.,hawkish
"Monetary Policy Report April 2023 necessary to keep inflation expectations anchored, Table I.1: Monetary Policy Committee Meetings restrain the broadening of price pressures and pre- and Policy Rate Voting Patterns empt second round effects.",hawkish
"pandemic period, while essential spending remained Measuring Uncertainty: An Indian Perspective.",hawkish
"1 Headline inflation is measured by year-on-year (y-o-y) changes in the all-India consumer price index (CPI) published by the National Statistical Office (NSO), Ministry of Statistics and Programme Implementation, Government of India.",hawkish
"Headline inflation, measured by the consumer have been 4.5 per cent in Q3 and 5.9 per cent in Q4 price index (CPI),1 had been trailing below target for (till February), underscoring the severity of the onion thirteen consecutive months till Q2:2019-20 when a price shock.",hawkish
"The contribution of goods (with a weight of 76.6 per well as durables (goods with a 365-day recall) like cent in overall CPI) to headline inflation averaged clothing and footwear items, motor cycle/scooter and 81 per cent during September 2022-February 2023 gold were the main drivers.",hawkish
skew – as food sub-groups like vegetables exhibited Chart II.4: Average CPI Inflation (y-o-y) very high inflation rates – compared to a negative (Kernel Density Estimates) skew for the historical average.,hawkish
"suggest an increased appetite for commodities Juvenal, L., and I. Petrella, (2015), “Speculation in with energy indices generating the highest returns the Oil Markets,” Journal of Applied Economics.",hawkish
"Note: Estimated using a Vector Auto Regression with oil prices in INR, CPI inflation, output gap, rural wages and policy rate using the quarterly data from quarter Q1:2002-03 to Q4:2019-20. b: Contribution of Goods and Services c: Contribution of Imported Inflation Note: Figures in parentheses indicate weights in CPI.",hawkish
"Valuations in countries with bouts of volatility amidst uncertainty equity markets, however, remain stretched.",hawkish
"The exchange rate will depreciate, value added tax (VAT)); liquified petroleum gas (LPG) and inducing inflationary pressure (Chart I.1.1c).",hawkish
"Thus, inflation and (c) higher fiscal expenditure on account of the gets impacted through both the aggregate demand and measures to address the economic slowdown.",hawkish
"Meanwhile, inflation is at multi-decadal emerged, but its impact on lives and livelihoods highs and increasingly getting persistent across major turned out to be benign relative to earlier waves advanced economies (AEs) and several emerging and, on the global economy, transient.",hawkish
"hardened since Q4:2024 in response to expectations In the currency market, the US dollar appreciated by of a firmer future path of interest rates amidst sticky 9.1 per cent between October 2024 and its peak on inflation and rising economic policy uncertainty.",hawkish
"Export restrictions on a few despite elevated international prices, as the domestic commodities such as wheat, steel and sugar due to demand for energy soared.",hawkish
"It rose by 24 bps during Q3, issuances were boosted by the rush of initial public driven by higher international crude oil prices, offerings (IPOs) and their financing by non-banking domestic inflation and increasing government bond financial companies (NBFCs) (Chart IV.5.b).",hawkish
Chart II.3: CPI Inflation–Momentum and Base Effects a: CPI Headline b: CPI Food and Beverages 4.0 7.0 oi nt s 3 .,hawkish
"inflation have moved with a softening bias over the Of farm sector inputs, price pressures in respect last six months (Chart II.11 & 15b).",hawkish
"Taking advantage of low yields and tight credit market conditions because of stressed assets in the banking system, corporates mobilised higher resources from the corporate bond market, i.e., `2,502 billion during October 2016 – February 2017 as against `1,957 billion during the corresponding period of the previous year (i) enhancing the aggregate limit of partial credit (Chart IV.8).",hawkish
"risks to the outlook from stubborn core inflation, Swings in capital flows, volatile currency movements, tight financial conditions, high public debt, weak recovery in China, geopolitical tensions, geoeconomic elevated debt burden and tight financial conditions fragmentation and extreme weather events.",hawkish
"To further from elevated input prices and in the presence of strong examine the strength of the relationship, ordinary least demand (Vijlder, 2022).",hawkish
"Exclusion based measures of CPI also international prices of phosphate, di-ammonium capture persistent trends in inflation by removing phosphate (DAP), triple superphosphate (TSP) and volatile components.",hawkish
Bus fares moderation in inflation in this category and hardened and administered railway fares also increased during it during December 2019- January 2020 (Chart II.15).,hawkish
"Inflation ratcheted up across economies on cost Table V.3: Inflation push pressures from persistent supply chain (Per cent) bottlenecks, high commodity prices and spiralling Country Inflation Q1:2021 Q2:2021 Q3:2021 Q4:2021 Q1:2022 Target wage pressures.",hawkish
"2020 due to pan, tobacco and intoxicants, transport Other Measures of Inflation and communications goods, clothing and footwear Inflation measured by sectoral CPIs for agricultural and household goods (Chart II.15a).",hawkish
"AEs and EMEs have both Q1, buoyed by prices of many food items, especially been impacted by the slowdown in trade, though dairy products, due to tightening export supplies the loss of momentum is somewhat higher for EMEs on account of a seasonal decline in production and (Chart V.2a).",hawkish
"In case of slack demand conditions, the While the first-round effects are largely invariant to pass-through of repeated shocks from food to core monetary policy, the second-round effects fall within inflation will be moderate, meriting lesser urgency for its ambit.",hawkish
"High Chart II.8 CPI Food Inflation *: Includes meat & fish, egg, milk and pulses.",hawkish
The effective absorption rate17 at 5.25 per cent in operations of different tenors – depending on the September 2022 (up to September 27) was higher than evolving liquidity and financial conditions.,hawkish
Some coincident and proximate high frequency indicators show that urban consumption started inching up from Q3:2020-21 and gained further strength in Q4 with the easing of restrictions.,hawkish
"The exchange rate path assumed here is for the purpose of generating the baseline projections and does not indicate any pressures beginning mid-January, reflecting a ‘view’ on the level of the exchange rate.",hawkish
"In the months following the publication of the October of 6.0 per cent in February 2021 under the combined 2020 MPR, inflationary pressures got accentuated effects of rising industrial raw material prices, record and headline inflation1 remained above the upper high petroleum product prices and the higher cost tolerance threshold.",hawkish
"Box I.1 presents a scenario in which the Indian basket price Following the increase in pay and allowances by the increases by 10 per cent to US$ 88 per barrel, which central government for its employees based on the is plausible under the current global crude oil price recommendations of the 7th central pay commission volatility.",hawkish
of momentum in agriculture and allied activities in The loss of momentum was also evident on a spite of a sharp rise in rabi production.,hawkish
These round of the Reserve Bank’s industrial outlook survey2 expectations refl ect the stubborn persistence that reveals an increase in the proportion of respondents may be encountered in moving below current levels expecting higher input prices in Q3.,hawkish
"In addition, crude price imports – recent estimates suggest that real GDP increases are transmitted to the domestic economy growth could decline from its current trajectory, through reduction in global demand, adverse price while inflation could rise significantly above target, movements in respect of imports and exports, and rendering the current favourable macroeconomic undue volatility in the exchange rate.",hawkish
"Going forward, implementation of the to (i) robust agricultural activity; (ii) sharp uptick Goods and Services Tax (GST) and the measures taken in Mahatma Gandhi National Rural Employment in the Union Budget to boost the rural economy, Guarantee Act (MGNREGA) expenditure (15 per cent infrastructure, micro, small and medium enterprises (MSMEs) and low cost housing should help invigorate domestic demand.",hawkish
States’ revenue and elongated to 18.1 years from 16.1 years during this capital expenditure stood at 69.7 per cent and 58.4 per period further reducing the rollover risk.,hawkish
"In Japan, inflation jumped to a 34-month high month low at the beginning of March on the outlook in February due to surge in food prices, but remains for the US economy turning brighter.",hawkish
"In Despite transient surges in volatility, Indian equity early June, the market exhibited large swings during markets maintained an upward trajectory in the announcement of Lok Sabha election results, H1:2024-25, with the BSE Sensex surpassing the which drove the India VIX6 to its highest levels since historic 80,000 mark in July 2024.",hawkish
The widening of inflation divergence across CPI sub-groups highlights the role of a few sub-groups in driving headline numbers to ultra-low levels.,hawkish
Chapter I Macroeconomic Outlook repeated shocks do pose a challenge.,hawkish
"71-beF 71-guA 81-beF 81-guA 91-beF 91-guA 02-beF 02-guA 12-beF 12-guA 22-beF 22-guA 32-beF 32-guA 42-beF 42-guA 52-beF Chart II.8: CPI Food Inflation a: Drivers of CPI Food Inflation *: Includes meat & fish, egg, milk and pulses.",hawkish
"Third, higher trade and plus production continuing to lag demand could current account deficits in the balance of payments harden international crude oil prices even further and can exert downward impact on the INR exchange rate, US$ 150 per barrel could easily be tested.",hawkish
"It judged, therefore, that several upside risks to the baseline infl ation path had either reduced or not In India, the slowdown of economic activity that set materialised.",hawkish
The 50 per cent and the 70 per cent confidence intervals for headline inflation Note: The fan chart depicts uncertainty around the baseline projection in Q4:2022-23 are 4.7-6.9 per cent and 4.0-7.6 per path.,hawkish
"Headline inflation was projected to remain highs, though they continue to be volatile.",hawkish
"Leverage, which affects Firms Sector Firms Sector investment behaviour in multiple ways, constrains Firms a firm’s capacity to mobilise external resources for (1) (2) (3) (4) financing new and risky projects.",hawkish
"5 The Reserve Bank’s inflation expectations survey of households is being conducted in 19 cities since March 2021 (18 cities in the previous rounds) and the results of the September 2025 round are based on responses from 6,082 households.",hawkish
"III.2 Aggregate Supply Aggregate supply – measured by real gross value added (GVA) at basic prices – expanded by 4.6 per cent (y-o-y) in Q3:2022-23 (4.7 per cent a year ago), surpassing its pre-pandemic level of Q3:2019-20 by 12.6 per cent (Table III.5).",hawkish
"Among industrial inputs, aviation turbine fuel, high-speed diesel, naphtha, and furnace oil prices witnessed a decline in inflation.",hawkish
"While by fluctuating demand-supply dynamics in China disinflation slowed in AEs, it continued in EMEs and global economic conditions, including US trade with China facing deflation.",hawkish
"footwear’ sub-groups were the main contributors, accounting for 36.2 per cent of inflation in the category Excluding volatile components such as petrol and as a whole.",hawkish
"The inflation scenario in Global merchandise trade volume grew for the these countries is expected to improve in 2024 for fourth consecutive month in July 2024, recording all, barring Russia where inflation has risen due to an expansion of 1.7 per cent (y-o-y).",hawkish
"series models7, CPI inflation is projected to average 5.2 per cent in 2023-24 – 5.1 per cent in Q1:2023-24, at 5.0 per cent and 4.5 per cent, respectively, in the 5.4 per cent in Q2 and Q3, and 5.2 per cent in Q4, March round (Chart I.5b).",hawkish
"Similarly, indicators of 36 37 Monetary Policy Report April 2018 Chapter III Demand and Output the hotels sub-segment – foreign tourist arrivals and III.3 Output Gap air passenger traffic, and communication – telephone An analysis of demand-supply conditions, which are and broadband subscribers, continued to grow important drivers of inflation, is an important input strongly.",hawkish
Net Forex Purchases from Authorised Dealers (ADs) -1289 -591 761 170 -1120 2.,hawkish
"Domestic equities, yields, rise in crude oil prices and fresh COVID-19 however, witnessed cautious trading towards the cases in a few Indian states.",hawkish
"52.1 in March from 52.5 in February 2024, its highest V.1 Global Economic Conditions since June 2023.",hawkish
"The centre’s gross issuances back of the recovery in domestic demand, higher crude of market borrowings during the first half were `7.02 oil prices and base effects.",hawkish
Projection of CPI Inflation (y-o-y) (Per cent) Q1 Q2 Q3 Q4 Q1 Q2 Q3 Q4 Q1 Q2 Q3 Q4 Q1 Q2 Q3 Q4 2023-24 2024-25 2025-26 2026-27 50 per cent CI 70 per cent CI 90 per cent CI CI-Confidence Interval Note: The fan chart depicts uncertainty around the baseline projection path.,hawkish
"reflected the lack of pricing power among banks In the case of housing loans, the banking sector faces as well as some risk aversion as they shifted their stiff competition from housing finance companies exposure away from sectors with high NPAs to less (HFCs), which forces banks to keep spreads at a low risky sectors.",hawkish
and others pre-emptively tightening monetary policy The episode was short-lived though and inflation has on the assessment that inflation presents a bigger fallen back into the tolerance band.,hawkish
"In August, however, yields hardened terms of the traded volume, 91-day T-bills remained by 5 bps in reaction to the MPC’s inflation forecast the dominant segment in the secondary market with being revised upwards above expectations and fears a share of about 41 per cent.",hawkish
"sustained upward inflation pressures and necessitate Conversely, if inflation in major economies retreats further monetary tightening which, in turn, could faster than anticipated, geopolitical tensions ebb weigh down on output.",hawkish
"increased by 15 basis points (bps), reflecting higher Monetary Policy Report April 2024 rupee loans of SCBs increased by 185 bps and 111 Chart IV.25: SCBs Incremental Credit-Deposit ratio bps, respectively, in the current tightening phase, i.e., May 2022 to February 2024.",hawkish
"diesel, inflation in this group (CPI, excluding food and fuel) averaged 4.7 per cent between September 2016 Other upside pressures in the group emanated and February 2017 (Chart II.11a).",hawkish
"by (a) panel unit root tests such as Levin-Lin-Chu and Against this backdrop, spatial convergence properties Im-Pesaran-Shin for stationarity, and (b) the beta (β) of overall CPI inflation since the implementation of FIT convergence analysis to ascertain whether states with in 2016 are examined, with a focus on the post-COVID higher initial differentials with the national inflation period.",hawkish
Table IV.1.2: Determinants of Term Premium The significance of the turnover and systemic liquidity Variable Coefficient variables is indicative of the important role of liquidity in Term_Premium (-1) 0.83 *** (9.60) higher demand for bonds and a consequent reduction in ΔAverage_Turnover -5.35*** (-5.57) term premium.,hawkish
Surplus conditions returned in the first Equity markets were driven by rallies to new highs ten days of September before tightening in the second as ebullient domestic institutional investors more half on account of advance tax outflows.,hawkish
"Chapter III Demand and Output III.1.4 External Demand Chart III.13: Merchandise Trade India’s external demand was weighed down by the 60 15 slowing global economy, persisting geopolitical tensions, and geoeconomic fragmentation.",hawkish
"On the supply side, activity was geopolitical uncertainties, and tightening financial supported by agriculture and services sectors, while conditions are taking their toll on global economic manufacturing was restrained under the pressure of activity.",hawkish
Muted demand firming up of equity prices – representing asset prices conditions contributed negatively to the inflation – together contributed around 10 per cent to the deviation by around 10 per cent in Q2 but were inflation deviation in Q2.6 dwarfed by the supply-side shocks.,hawkish
The contribution of while that of services (weight of 23.4 per cent) perishable goods to overall inflation halved to averaged 19 per cent.,hawkish
"As a result, the monotonic 0.02 hardening of headline inflation from 4.3 per cent 0.00 in March 2018 to 4.9 per cent by June reversed and -25 -20 -15 -10 -5 0 5 10 15 20 25 30 35 Inflation (per cent) inflation fell to 3.7 per cent in August (Chart II.3).",hawkish
"In this scenario, assuming uncertainties around the baseline assumptions, that global growth surprises by 50 bps on the upside, as stated earlier.",hawkish
"With inflationary pressures momentum, while higher probability of the ECB to remaining benign and market sentiment remaining stimulate the economy pulled the currency further down.",hawkish
"Amid bouts of volatility, India VIX Fed rate cut of 50 bps and reached new highs, with the averaged higher at around 14.8 during H1:2024-25 weight of Indian equities surpassing that of China in a than 13.2 during H2:2023-24 (Chart IV.13b).",hawkish
"In the first week the US and landmark rate hike by Japan; and in early of September, however, market underwent another September over increased risk-off sentiment amidst correction upon the release of below expectations data releases.",hawkish
"The MPC’s with high frequency indicators, suggests that the decision was conditioned by risks to inflation from economy could have encountered a soft patch.",hawkish
"Under the low credibility scenario, the central the central bank strengthens its credibility by achieving bank has to raise the policy rate aggressively to create inflation targets, while recognising and communicating slack in the economy for achieving disinflation (Chart).",hawkish
"Food inflation, which was at 7.8 per cent in March, Inflation in prices of vegetables (weight of 6.0 per cent increased to 8.4 per cent by July-August, reflecting in the CPI and 13.2 per cent in the food and beverages primarily the impact of adverse supply shocks.",hawkish
"squares (FMOLS), based on monthly inflation data for January 2012-July 2020 confirms a co-integrating Error Correction Mechanism relationship, i.e., there exists a long-run co-movement urban inflation = –0.00 – 0.12 + 0.78 rural inflation + between rural and urban inflation at the all-India level.",hawkish
"on new loans; however, transmission to past loans Geopolitical risks, however, sparked bouts of volatility remains incomplete.",hawkish
"Observations 136 136 136 136 136 136 Standardized values of independent variables; standard errors in Ha, J., Kose, M. A., and F. Ohnsorge (2019): Inflation in parentheses.",hawkish
"Thus, in the case of a shock, both core and ∆Core inflation headline inflation adjust, and the speed of adjustment in Long run equation: Core inflation= β.",hawkish
"of the total MFs, engaged in sustained net buying in the equity resource mobilisation by way of public equity issues market, foreign portfolio flows experienced some during 2017-18, 50.4 per cent was raised by insurance volatility in February.",hawkish
"Increased risk aversion triggered flight to 2023 safety and the expectations of an early reversal of the When the MPC met in September 2022, CPI headline monetary tightening cycle led to a sharp decline in inflation was at 7.0 per cent in August.",hawkish
"Prices and Costs A broad-based elevation in consumer price index (CPI) inflation between March and July 2020 emanated from tight demand supply balances in protein-based food items, floods damaging the output of vegetables, increase in retail margins due to the pandemic, tax increases in petrol and diesel, safe haven demand for gold and cost-push pressures.",hawkish
"BIS Quarterly This maturity-specific impact indicates that while Review, March 2025. domestic factors anchor short-term rates, US yields exert greater influence on term premia and long-term Ogaki, M., (1999).",hawkish
Monetary Policy Report September 2022 Chart 1.12: Impact of Risk Scenarios on the Baseline Growth Path a: Crude Oil Prices and Global Demand Shocks b: Exchange Rate and Food Price Shocks Source: RBI staff estimates.,hawkish
"CPI inflation excluding 2018) for the three months ahead and one year ahead horizons to 7.8 per cent and 8.1 per cent, respectively.",hawkish
"workers; while that of non-agricultural wages was further along with higher growth in selling prices in on account of plumbers, electricians, and LMV and Q1:2025-26 (Chart II.30).",hawkish
"Even after the reduction, however, the small saving rates of various schemes continued to be higher by 18-62 bps in Q2:2019-20 than the formula-based interest rates.",hawkish
